"","X.1","X","countries","countrycode","AverageGDPrate","GDP","birdspeciesthreatened","ln_landarea","Gov","average_population_density","mammalspeciesthreatened","Price_Index_yr2011","terrestrialprotectedareasoftotal","ln_popdnsty","constant","AvgCO2ReductionPercent","new_domexp","ln_newdomexp","AvgAgGrowth","GDPmultiplier","X2030GDP","iso3c.x","aglandpercent","futureagland","growthmultiplier_agland","futureco2level","growthmultiplier_co2ems.x","iso3c.y","co2emissions","AvgCO2Growth","iso3c","co2ppp","futureco2levelppp","growthmultiplier_co2ems.y","ln_futureGDP","ln_futureAgLand","ln_futureco2ppp","futureGDP_sq","ln_rishman","ExpRishman","mlr1Expenditures","oilrentsofgdp","terrestrialandmarineprotectedare","RishmanNeeds","mlr1Needs","SPCO2growth","SPAgGrowth","ExpRishmanSP","Expmlr1SP","RishmanNeedsSP","Mlr1NeedsSP","futureCO2_EMS","GSGDPgrowth","GSgdp","ln_GSGDP","GSgdp_sq","GCco2reduction","GCAgGrowth","Expmlr1GC","RishmanNeedsGC","mlr1NeedsGC","ExpRishmanGC"
"69",69,69,"French Polynesia","PYF",NA,NA,35,8.205218,NA,73.5542,0,NA,1.95546,4.29802254942795,1,-0.559700661565801,NA,NA,0.113607990012464,NA,NA,"PYF",12.431693989071,8.7021857923497,1.00113607990012,878.089078027809,1.00559700661566,"PYF",803.073,0.559700661565801,"PYF",NA,NA,NA,NA,2.53614526923956,NA,NA,NA,NA,NA,0.705474,0.005852,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,-0.3,NA,NA,NA,NA
"70",70,70,"Gabon","GAB",0.0304492639396219,16853589311.4139,7,12.45943,-1.370828,6.83318,18,86.9461,21.6752,1.9217901582001,1,-1.2529061272166,NA,NA,0,1.01522463196981,24155262815.7359,"GAB",20.0256141576435,14.0179299103504,1,6337.15188236043,1.01252906127217,"GAB",5192.472,1.2529061272166,"GAB",0.157074263086428,0.0840161872426354,0.961647974336748,23.9077681152801,2.99701216202937,-2.47674579343463,571.581376254003,16.1804629425232,10643532.0089728,5958354.13828029,0,20.7781,14097514.1691624,9656459.1030308,0,0,10633201.6608426,5427959.29620518,15990786.3192631,8816859.23683953,0.1099519841605,0.0152246319698109,20204037347.9789,23.7291482900943,563.072478573286,0.3,-0.3,4088961.59278578,14090014.5190967,6687832.5778191,9258481.74488718
"71",71,71,"Gambia","GMB",0.0316159529480398,1632823198.95828,14,9.222269,-1.201458,189.449,10,43.5016,4.10824,5.2441198590131,1,-5.97484523038799,NA,NA,2.11183154410153,1.01580797647402,2372224329.57688,"GMB",59.7826086956522,41.8478260869565,1.02111831544102,1299.22270413649,1.05974845230388,"GMB",513.38,5.97484523038799,"GMB",0.108921858722352,0.155845043933215,1.02264199228019,21.5870938876307,4.38329259562338,-1.85889307351046,466.002622513381,15.0299147330032,3368286.55711261,14622989.3682252,0.022731,1.36644,7182896.95558013,23186506.2425045,0,0,2451353.31468268,3302651.20005305,2617485.88280767,5429915.83776461,0.0762453011056464,0.0158079764740199,1970963523.92233,21.4017883585644,458.036544944782,0.3,-0.3,2031350.53124393,1948922.72866496,3379512.04506692,1775318.15502548
"72",72,72,"Georgia","GEO",0.0384704963670356,17599660629.0202,14,11.14894,1.073271,65.9767,9,65.6842,8.3324,4.18930164939353,1,-8.501643096101,10765000,16.1918106887806,-0.496590078148959,1.01923524818352,27684344373.3533,"GEO",34.4510001439056,24.1157001007339,0.99503409921851,33161.5835371727,1.08501643096101,"GEO",8987.817,8.501643096101,"GEO",0.249132317806274,0.273840811712352,1.00592767493638,24.0441329052849,3.46984222304009,-1.29520832057985,578.120327167005,17.3070254749042,32835653.3342474,44483211.5506411,NA,6.44232,NA,68648751.7748984,0,0,34062136.5711037,28654223.8007341,NA,44696681.44656,0.174392622464392,0.0192352481835178,22120630774.6178,23.8197765292255,567.381753902243,0.3,-0.3,19387426.500851,NA,30530745.7920872,27399552.433917
"73",73,73,"Germany","DEU",0.0130944786155664,3947620162502.96,11,12.76239,3.61323,234.261,5,139.57,37.7279,5.45643587839382,1,1.18345386307683,1.7e+09,21.2538940880086,-0.189466157519101,1.00654723930778,4614607205265.44,"DEU",47.6786123196703,33.3750286237692,0.998105338424809,595027.319421563,0.988165461369232,"DEU",719883.438,-1.18345386307683,"DEU",0.189089068283582,0.083939278201546,0.950508873370912,29.1602478676425,3.83793249626495,-2.47766162009453,850.320055702351,21.5595912283883,2307870854.3866,5604225860.03678,0,38.7672,1293665401.17279,7688106414.82194,0,0,2350205590.73384,6638788742.97561,2683058786.37956,9069878063.74637,0.132362347798507,0.0065472393077832,4269188223677.69,29.0824448135447,845.788596332873,0.3,-0.3,4083797443.61856,2140202515.54944,5645653702.44172,1835280281.49391
"74",74,74,"Ghana","GHA",0.0686152743260707,65556464048.1539,23,12.33508,-0.1483664,114.365,21,59.6543,15.0583,4.73939508807932,1,-8.2096760605313,NA,NA,0.259347960060093,1.03430763716304,145369083000.534,"GHA",68.9988573437637,48.2992001406346,1.0025934796006,51122.8984264617,1.08209676060531,"GHA",14466.315,8.2096760605313,"GHA",0.132637794364325,0.111742610345229,0.98934319307466,25.7025417453269,4.27035165692594,-2.19155717433954,660.620652170271,18.4448854653812,102450003.3534,179175948.627201,27.5316,7.79456,955264079.665734,267291609.492908,0,0,98412903.3560974,85475151.9746075,717398492.602529,129828793.389088,0.0928464560550275,0.0343076371630354,98268040976.8336,25.310964694013,640.644933741572,0.3,-0.3,41008250.693741,484546170.442049,63411459.1545739,64063013.7032814
"75",75,75,"Gibraltar","GIB",NA,NA,6,2.302585,NA,3363.36,3,NA,30.5056,8.12069575329033,1,-3.26900055032326,NA,NA,NA,NA,NA,"GIB",NA,NA,NA,883.472395362648,1.03269000550323,"GIB",528.048,3.26900055032326,"GIB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.1488,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,-0.3,NA,NA,NA,NA
"76",76,76,"Greece","GRC",0,218031844583.994,17,11.76679,0.3230239,85.0163,10,124.26,35.1309,4.4428430028117,1,3.50019870330623,106970000,18.4880589792823,-2.37554554603809,1,218031844583.994,"GRC",47.6027928626843,33.321955003879,0.976244544539619,38067.9053526296,0.964998012966938,"GRC",67318.786,-3.50019870330623,"GRC",0.230279172746925,0.122323395720748,0.961232462476414,26.1079069651408,3.52630110877291,-2.10108695678567,681.622806100447,17.8290897685246,55344606.4831026,16715998.2455526,0.010034,10.2067,53537577.2732166,26419044.2596269,0,0,68396872.6924175,57557473.4241596,64970819.1901703,88270150.1399106,0.161195420922847,0,218031844583.994,26.1079069651408,681.622806100447,0.3,-0.3,38049799.0819912,52996644.1807992,58944128.4083597,54733144.9080828
"77",77,77,"Greenland","GRL",0.0172260446282455,NA,6,12.92501,3.24136,0.137534,9,NA,41.1424,-1.9838841197151,1,0.912312943224329,NA,NA,0.0623604516180124,1.00861302231412,3071317015.04259,"GRL",0.592301134389943,0.41461079407296,1.00062360451618,437.023764106225,0.990876870567757,"GRL",506.046,-0.912312943224329,"GRL",NA,NA,NA,21.8453723016813,-0.515012358292827,NA,477.220290999064,NA,NA,61964679.2102371,0,22.3722,NA,94858503.2648228,0,0,NA,65127593.1708211,NA,99579680.1799929,NA,0.00861302231412275,NA,NA,NA,0.3,-0.3,NA,NA,NA,NA
"78",78,78,"Grenada","GRD",0.0199484983661163,1185925925.92593,2,5.828946,0.6597518,316.992,3,85.1621,9.64167,5.75887653696577,1,-2.04735137816413,NA,NA,1.42857142857146,1.00997424918306,1503129776.84003,"GRD",23.5294117647059,16.4705882352941,1.01428571428571,334.720753135706,1.02047351378164,"GRD",242.022,2.04735137816413,"GRD",0.178877279499289,0.142335416156132,0.985819403933592,21.1308152891927,3.35683609293916,-1.94956892111324,446.511354785978,13.2486844956599,567323.232741158,2055841.37305164,0,0.205571,943487.783950881,3419259.15291372,0,0,522931.047012086,1046835.4613602,571893.451294182,1769932.48472196,0.125214095649502,0.00997424918305815,1335922223.6669,21.0128876945481,441.54144926369,0.3,-0.3,815546.646032427,504976.178167754,1387288.62093953,456373.296511661
"79",79,79,"Guam","GUM",0.0096159847248407,5.92e+09,14,6.291569,1.605486,297.887,3,NA,22.2861,5.69671421996207,1,NA,NA,NA,-1.02631578947368,1.00480799236242,6640431815.4236,"GUM",33.3333333333333,23.3333333333333,0.989736842105263,NA,NA,"GUM",NA,NA,"GUM",NA,NA,NA,22.6164428307635,3.36213127590201,NA,511.503486317196,NA,NA,NA,0.457299,0.070564,NA,NA,0,0,NA,3305593.18135439,NA,5434634.96582581,NA,0.00480799236242035,6270738303.61906,22.5591599364324,508.915697037538,0.3,-0.3,2380168.81152326,NA,3944585.53637084,NA
"80",80,80,"Guatemala","GTM",0.0316528879518852,78460447919.9915,17,11.58208,-1.454768,142.696,15,60.0598,23.9486,4.960716493256,1,-5.2179832182203,NA,NA,-1.05144331411654,1.01582644397594,114039147529.961,"GTM",35.9835759611795,25.1885031728256,0.989485566858835,41356.7813588447,1.0521798321822,"GTM",18327.666,5.2179832182203,"GTM",0.152395579746349,0.140680281606391,0.995013111698208,25.4598076257785,3.43508120624944,-1.96126546962693,648.201804341647,16.4340594434813,13715805.9325422,9288363.09151045,0,11.983,13068946.4515485,14891440.285059,0,0,14819626.1826071,9483548.18205671,17637152.7407862,15196672.2545019,0.106676905822444,0.0158264439759426,94729436381.5531,25.2742906270806,638.789766702135,0.3,-0.3,6211660.05692129,14447391.3397043,10056782.9839407,11913913.4653431
"81",81,81,"Guinea","GIN",0.0528215911983951,10907214993.5687,20,12.41195,-2.198645,43.6675,30,49.0499,33.9908,3.77660411832041,1,-2.64808188695172,43000,10.6689553946757,0.259183526824677,1.0264107955992,20228853435.0082,"GIN",59.0102555754517,41.3071789028162,1.00259183526825,3721.3523055958,1.02648081886952,"GIN",2449.556,2.64808188695172,"GIN",0.113195876188607,0.0693200310166036,0.969815808207428,23.7303758100497,4.11395000369142,-2.66902136669393,563.130736086193,16.4448246895784,13864257.5844334,9780787.33689762,0.136182,23.6553,18069460.6122201,15661204.4889053,0,0,13391330.0939989,7114117.60115721,24371561.3741217,11479901.9641903,0.0792371133320249,0.0264107955991976,14913116422.8554,23.4255069594997,548.75437630957,0.3,-0.3,4077950.94768874,17652440.8236143,6670261.61549925,9409753.05615541
"82",82,82,"Guinea-Bissau","GNB",0.0399019455453951,1458156026.16376,12,10.24424,-2.86374,57.3732,14,60.1451,16.6618,4.04957729533956,1,-3.03849080472337,NA,NA,0.12422360248447,1.0199509727727,2331914837.26354,"GNB",57.9658605974395,40.5761024182076,1.00124223602484,438.06086213608,1.03038490804723,"GNB",271.358,3.03849080472337,"GNB",0.106422796009998,0.0763321863856653,0.97944389784519,21.5699555855841,4.07723473809125,-2.57266058972419,465.26298396407,14.1290023286457,1368194.20340957,1906288.12653739,2.12114,11.62,2122024.46558286,3176358.46467819,0,0,1346040.10136095,1435497.78564989,2250139.60780229,2408476.89241097,0.0744959572069986,0.0199509727726975,1848228041.10518,21.3374932014193,455.288616120616,0.3,-0.3,895664.418775275,1672231.62589886,1520101.45210775,972809.023589016
"83",83,83,"Guyana","GUY",0.0378853684816639,3878662620.77146,16,12.1902,-0.7791331,3.85295,11,72.3338,8.73832,1.3488390886587,1,-2.55844381247607,NA,NA,0.130614358289238,1.01894268424083,6060028679.90638,"GUY",8.63601727203454,6.04521209042418,1.00130614358289,3010.46946547938,1.02558443812476,"GUY",2009.516,2.55844381247607,"GUY",0.360482890933349,0.209151901214368,0.966548324821935,22.5249803696743,2.17421559112617,-1.56469449093985,507.37474065421,15.9994813618613,8881503.03959828,7064988.44150236,0,5.30608,13169772.7068341,11402546.8126577,0,0,8841563.73054238,5605153.78402283,9216929.93708476,9097566.07257744,0.252338023653344,0.0189426842408319,4858241183.31132,22.3039423129205,497.465842698085,0.3,-0.3,4669971.41617953,8477544.75854272,7613455.87391971,8068620.52908363
"84",84,84,"Haiti","HTI",0.0196171982553576,9658721168.86849,17,10.22412,-2.846554,371.709,4,60.8065,1.38992,5.91811129008514,1,-3.95161246814299,NA,NA,1.0360569714069,1.00980859912768,12194540939.351,"HTI",66.7634252539913,46.7343976777939,1.01036056971407,5317.47183951522,1.03951612468143,"HTI",2860.26,3.95161246814299,"HTI",0.154919284884816,0.142707624682785,0.994881501635105,23.2242542245561,4.34545714050921,-1.94695732437256,539.365984286813,15.0955875435685,3596916.62571035,4817555.21366137,0,0.325451,4182657.8141402,7848114.8344424,0,0,3057252.04892777,2133890.4263609,2914583.42951311,3545851.67074404,0.108443499419371,0.0098085991276788,10858964284.9914,23.1082567771981,533.991531280922,0.3,-0.3,1222379.18914143,2132871.5382206,2058946.76583823,2172563.18181189
"85",85,85,"Honduras","HND",0.0323743592405863,23969890430.7882,14,11.62527,-1.493024,77.114,8,67.6639,25.4037,4.34528484644577,1,-2.94470294107064,4627000,15.3474192678891,0.235461631582745,1.01618717962029,35132783841.6568,"HND",28.9123246045223,20.2386272231656,1.00235461631583,15069.5190549177,1.02944702941071,"HND",9471.861,2.94470294107064,"HND",0.240478577638281,0.151210696411669,0.971419086893724,24.2824005440827,3.39719384082464,-1.88908107427549,589.634976183268,16.0194763772513,9060876.13740315,6758160.95527322,0,11.3854,9089055.00207978,10919138.7922761,0,0,8913919.82280303,4968035.01744481,10064341.626925,8087198.33922729,0.168335004346797,0.0161871796202931,29063678890.7336,24.0927550834535,580.460847511275,0.3,-0.3,3494662.51995161,8510999.20860273,5737703.96938341,7420283.58984601
"86",86,86,"Hong Kong","HKG",0.027483179801304,362682018243.286,21,6.956545,3.889044,6800.65,4,90.4786,41.8891,8.82477347483123,1,-1.11074363296775,NA,NA,-1.75668448204554,1.01374158990065,502137523988.117,"HKG",4.76190476190476,3.33333333333333,0.982433155179545,55158.2693984837,1.01110743632968,"HKG",46222.535,1.11074363296775,"HKG",0.114618093054553,0.0536356967566178,0.953646780086797,26.9421398712877,1.31252612635002,-2.92554044830923,725.878900844028,21.86574887465,3134541895.91834,2751251.80328321,0,46.5853,2046577189.85027,4543516.33274008,0,0,3183778028.45216,4299889.22484498,4065840729.15796,7024215.47654481,0.0802326651381871,0.013741589900652,427221593169.066,26.7805686691227,717.198858241598,0.3,-0.3,3374336.67613592,3821647040.53667,5544875.05998034,2975188637.59855
"87",87,87,"Hungary","HUN",0.0154461403307143,157882912778.254,13,11.41109,1.160795,109.919,3,79.3416,22.5984,4.69974373090718,1,2.97732141415499,20912000,16.8558337148461,-1.01884779156969,1.00772307016536,189765757533.538,"HUN",58.3563459626643,40.849442173865,0.989811522084303,25948.4522027438,0.97022678585845,"HUN",42086.159,-2.97732141415499,"HUN",0.166591561806448,0.0512330035138266,0.928952592477217,25.9690562934292,3.92319780971693,-2.97137135472252,674.391884771296,18.3300579062659,91336213.1718629,53943513.3534817,0,22.599,156351001.388525,82858486.2099201,0,0,103043454.609936,106688830.023237,110080259.42352,161178146.03489,0.116614093264514,0.00772307016535715,173152809933.73,25.8774403359839,669.641918342405,0.3,-0.3,62767729.7374967,83774938.2210098,96057734.3881562,76432406.5136026
"88",88,88,"Iceland","ISL",0.0201869770641021,25878475760.1131,7,11.51542,3.535711,3.24068,6,148.326,17.9144,1.17578318432645,1,1.13440791390212,NA,NA,-0.047921092811534,1.01009348853205,32892432877.2357,"ISL",18.6733167082294,13.0713216957606,0.999520789071885,1652.8404041593,0.988655920860979,"ISL",1983.847,-1.13440791390212,"ISL",0.132553242547772,0.0619340084553363,0.953555942666114,24.2165084645314,2.92038502984171,-2.78168584054408,586.43928221272,18.743042853493,138038453.587801,105423971.35329,0,2.47823,104385383.241078,159313534.767642,0,0,138179094.720391,116617221.095325,101387326.267094,175796045.373246,0.0927872697834404,0.010093488532051,29192920905.1653,24.097192082074,580.674666240369,0.3,-0.3,89528164.3192379,91046347.5614561,135831656.790812,122837106.042167
"89",89,89,"India","IND",0.0673502252472594,2718732231257.57,93,14.90515,-0.5967556,424.818,93,41.748,5.96768,6.05166084191138,1,-6.92134728228468,2.6e+09,21.6787772819738,-0.010217931887585,1.03367511262363,5943602939186.88,"IND",60.4471964455686,42.313037511898,0.999897820681124,6530764.47500877,1.06921347282285,"IND",2238377.137,6.92134728228468,"IND",0.304021151076718,0.227502165293344,0.982042104844033,29.4133366208414,4.10033961436012,-1.48059552286349,865.144371170929,21.7410052077774,2766932679.78158,9631818815.97564,0.937344,3.47931,4913870300.95168,13040259733.6352,0,0,2767865332.9246,5782496863.36974,4915384291.0164,7926620614.99681,0.212814805753703,0.0336751126236297,4045527490851.24,29.0286330635862,842.661537540329,0.3,-0.3,2460072190.28835,3404920216.22996,3443155814.09283,1852279938.86683
"90",90,90,"Indonesia","IDN",0.0543438764687503,1042173300625.55,160,14.4097,-0.5679065,137.168,191,53.0276,12.0671,4.9212064519364,1,-4.31178235878256,NA,NA,1.02660375632,1.02717193823438,1966651027108.36,"IDN",31.4644203646561,22.0250942552593,1.0102660375632,912045.956382919,1.04311782358783,"IDN",464176.194,4.31178235878256,"IDN",0.172123444492234,0.10025920143015,0.966785800793232,28.3073532258227,3.59184919096934,-2.29999643216803,801.306246651495,21.4850565140901,2142108613.11672,5519143765.60173,0.156283,5.19994,17416957079.5335,7574207713.50161,0,0,1983862546.46904,2685528760.67486,11620811469.3139,3750693007.35785,0.120486411144564,0.0271719382343752,1437664991044.58,27.9940413794105,783.666352752145,0.3,-0.3,1533080993.48868,9328573396.65956,2170571088.28845,1559987407.95992
"91",91,91,"Iran","IRN",0.0224974733194721,NA,28,14.30333,-1.815963,46.5362,18,56.5475,8.61275,3.84023050434721,1,-3.82435524465676,240455000,19.2980435198157,-0.400014197012696,1.01124873665974,626884189142.231,"IRN",28.2141015250866,19.7498710675606,0.995999858029873,1184006.64058523,1.03824355244657,"IRN",649480.705,3.82435524465676,"IRN",0.463164551543926,0.436196421574238,0.996257661085709,27.1640276542068,3.28370761191006,-0.82966262888366,737.884398398511,18.2630381334727,85415499.3468958,80602526.5589273,21.408,7.66653,390059531.05842,122602798.743143,0,0,87469866.008814,70333449.9355131,398626182.986158,107338263.219624,0.324215186080748,0.011248736659736,NA,NA,NA,0.3,-0.3,NA,NA,NA,NA
"92",92,92,"Iraq","IRQ",0.0567505557509292,224228010477.889,17,12.98295,-3.445539,74.4444,13,55.5426,1.53561,4.31005253803369,1,-6.24271265239221,NA,NA,0.513863614863467,1.02837527787546,434870234245.767,"IRQ",21.4222529591242,14.9955770713869,1.00513863614863,443854.925834731,1.06242712652392,"IRQ",168443.645,6.24271265239221,"IRQ",0.306887573073306,0.214803588441764,0.977949410749386,26.7983135114525,3.13618693744711,-1.53803121051973,718.149607058098,16.1966743938388,10817485.3180408,15477641.9899302,44.8924,1.53448,267829318.461121,24507746.6968473,0,0,10537785.3758505,8105698.65834702,261492154.394667,13038509.9760859,0.214821301151314,0.0283752778754646,313696299443.261,26.4716911555904,700.750432636963,0.3,-0.3,5193616.00002653,219530897.241091,8445274.68790206,8702541.02764467
"93",93,93,"Ireland","IRL",0.0435303430152825,382487490532.479,9,11.14027,3.384597,66.8144,5,148.294,14.4408,4.20191862617325,1,2.40020836735923,NA,NA,0.469021336414452,1.02176517150764,637790749683.818,"IRL",64.5376687472783,45.1763681230948,1.00469021336414,23094.5163566807,0.975997916326408,"IRL",34066.43,-2.40020836735923,"IRL",0.143219690272589,0.0503662173045315,0.936771216030043,27.1812760879425,4.23275854510689,-2.9884346202274,738.821769768953,20.0995691195463,535959480.205694,1119833103.27203,2.50589,4.04247,436448088.697389,1597655696.12561,0,0,499874785.292195,1065176879.98344,400496474.86693,1521530568.45582,0.100253783190812,0.0217651715076413,495256718362.774,26.9283420880318,725.135607610065,0.3,-0.3,534405424.755073,284249266.754057,776287231.012673,343530945.971308
"94",94,94,"Isle of Man","IMN",0.0349999989642681,NA,0,6.345636,NA,146.763,0,NA,3.74118,4.98881904081536,1,NA,NA,NA,-0.545771023944172,1.01749999948213,9240641148.8785,"IMN",69.8245600650184,48.8771920455129,0.994542289760558,NA,NA,"IMN",NA,NA,"IMN",NA,NA,NA,22.9468771085995,4.16936859995173,NA,526.559169037168,NA,NA,NA,0,4.25076,NA,NA,0,0,NA,NA,NA,NA,NA,0.0174999994821341,NA,NA,NA,0.3,-0.3,NA,NA,NA,NA
"95",95,95,"Israel","ISR",0.0343012884727373,370587977153.583,18,9.982299,1.791805,366.581,15,142.165,19.9444,5.90421950645749,1,-1.1402264948723,NA,NA,0.465707985174375,1.01715064423637,555464251619.324,"ISR",24.5841035120148,17.2088724584104,1.00465707985174,77450.7475866817,1.01140226494872,"ISR",64601.539,1.1402264948723,"ISR",0.229830593811021,0.126415280611034,0.963328664858285,27.0430700904347,3.26714780425301,-2.06818291366602,731.327639916167,18.0695154157345,70386737.5096781,106957186.588356,NA,8.58239,NA,161573678.663388,0,0,68493536.2308642,82924190.7289789,NA,126047063.119925,0.160881415667715,0.0171506442363686,454479886280.088,26.8424194949754,720.515484344236,0.3,-0.3,55789110.3208076,NA,85623211.4542264,57685014.6541977
"96",96,96,"Italy","ITA",0,2083864259622.65,17,12.59181,0.9125534,202.952,8,137.749,21.5294,5.31296949788035,1,3.77369546177834,1.9e+09,21.3651197231188,-1.07917161468251,1,2083864259622.65,"ITA",43.2345141769226,30.2641599238458,0.989208283853175,173144.603423817,0.962263045382217,"ITA",320411.459,-3.77369546177834,"ITA",0.145624675975427,0.0519330835873078,0.937590225516898,28.3652451031602,3.61473394850736,-2.9577992431987,804.587129762356,19.4547992362735,281262579.128664,268417611.281983,0.00252,13.359,223720635.64622,396500072.995594,0,0,309055049.803016,552718318.808305,267297561.961931,802230555.708396,0.101937273182799,0,2083864259622.65,28.3652451031602,804.587129762356,0.3,-0.3,375759572.683807,222097124.451025,550535721.423706,252360609.847494
"97",97,97,"Jamaica","JAM",0.000852633692694531,15713908816.1463,11,9.290075,0.1820743,262.559,7,81.2542,15.9143,5.57047581868127,1,2.94808408396027,NA,NA,-0.498874265372994,1.00042631684635,15875443428.7334,"JAM",40.9972299168975,28.6980609418282,0.99501125734627,4598.1933667839,0.970519159160397,"JAM",7422.008,-2.94808408396027,"JAM",0.304640553333172,0.132234256519449,0.949177131858209,23.4880393138537,3.64348730981557,-2.02318025866115,551.687990809137,15.7370058791373,6831165.62249414,3929919.9262603,0.073732,1.40562,8140689.16720637,6433917.89860174,0,0,7118130.74065882,5996268.6277866,6717299.31751669,9716404.99297956,0.21324838733322,0.000426316846347266,15794486824.9649,23.4829267809585,551.447850199858,0.3,-0.3,4130782.47364497,5632044.92173323,6754560.53451235,5870079.03681544
"98",98,98,"Japan","JPN",0.00544151706760161,4971323079771.87,49,12.80639,3.048684,349.791,29,173.625,26.045,5.85733583326551,1,0.339416919418579,2.3e+09,21.5561749598815,-0.438212772698317,1.0027207585338,5305835241910.47,"JPN",12.2640991880623,8.58486943164361,0.995617872273017,1149769.45250176,0.996605830805814,"JPN",1214048.358,-0.339416919418579,"JPN",0.243463799936738,0.152791730173471,0.971301570146253,29.2998283198824,2.44519162580061,-1.87867952561573,858.479939574583,21.3377180135471,1848643591.89235,3748044561.16186,0.002312,7.38147,1576572787.76146,5192325116.72646,0,0,1867698381.10601,4430638519.36464,1591420426.96978,6113001307.55208,0.170424659955717,0.0027207585338008,5136083302321.01,29.2673119014839,856.575545938743,0.3,-0.3,3562746786.9643,1497240678.5795,4941720360.33321,1747121680.62741
"99",99,99,"Jordan","JOR",0.0314862622848807,42231295774.6479,14,11.39251,0.1913463,90.8216,13,53.2833,1.75705,4.50889714277954,1,-3.3590884391687,NA,NA,0.438438279704275,1.01574313114244,61262651010.2689,"JOR",12.0067578388995,8.40473048722965,1.00438438279704,44875.1144956314,1.03359088439169,"JOR",26450.071,3.3590884391687,"JOR",0.3249939968301,0.183246311620342,0.964822658006799,24.8384362121498,2.54671683600803,-1.69692406600134,616.947913465033,16.8189546272977,20154832.1652638,21637727.2127086,0,1.79244,18606014.2461066,33983478.480575,0,0,19879254.2136706,14611185.2387156,18510478.491346,23168244.8640298,0.22749579778107,0.0157431311424403,50937911748.2658,24.6538733113164,607.813469250437,0.3,-0.3,11324944.0044978,16841404.4558878,18069142.193024,17926817.3148768
"100",100,100,"Kazakhstan","KAZ",0.0406363636365853,179339994859.384,27,14.80865,-0.5554518,6.21736,16,70.5102,3.30139,1.82734537935305,1,-4.00427166712897,171511000,18.9601579624551,0.243121310587378,1.02031818181829,289244510215.586,"KAZ",80.376338111642,56.2634366781494,1.00243121310587,465394.277249097,1.04004271667129,"KAZ",248314.572,4.00427166712897,"KAZ",0.576270117212377,0.289192639642777,0.957822579929581,26.3905382234644,4.42071550561748,-1.24066223977252,696.460507724136,19.9645069447602,468247211.800439,619579501.628254,0.001908,3.20792,344713025.890695,896778163.320298,0,0,446584255.040644,404061819.811417,339212366.29016,590956442.440004,0.403389082048664,0.0203181818182927,228299343103.877,26.1539235131406,684.027715131211,0.3,-0.3,189470496.920914,226635307.172482,282264685.731379,287274027.270022
"101",101,101,"Kenya","KEN",0.0514836153311125,87908262519.9164,44,13.25188,-1.387087,78.0348,30,49.8005,12.3622,4.35715488103871,1,-6.73782558726728,NA,NA,0.211724960925831,1.02574180766556,160568301344.715,"KEN",48.5469304564782,33.9828513195347,1.00211724960926,40553.045899657,1.06737825587267,"KEN",14286.632,6.73782558726728,"KEN",0.106701377034325,0.0969969143536616,0.994058042630077,25.8019852425439,3.91214112789102,-2.33307611177172,665.742442456452,18.1572619722281,76842003.7338944,91885420.5317302,15.0498,10.5051,237802838.310521,139319896.33783,0,0,75095510.1061441,50750472.5699758,267926960.312693,78069785.1254259,0.0746909639240275,0.0257418076655562,119257686764.438,25.504552423878,650.482194342343,0.3,-0.3,28852234.3271887,202116156.141159,44998006.0793599,55168600.1561323
"102",102,102,"Kiribati","KIR",0.0231608094708438,188284518.828452,6,6.697034,0.0517595,130.61,2,NA,22.3636,4.87221578358943,1,-6.21372280969804,NA,NA,0,1.01158040473542,247822865.838278,"KIR",41.9753086419753,29.3827160493827,1,163.549767323154,1.06213722809698,"KIR",62.339,6.21372280969804,"KIR",0.297176189245212,0.453368994605631,1.02675035789774,19.3282247982786,3.73708155593181,-0.791048927442799,373.580273852793,13.1123676226698,495027.018391245,3367782.13379268,0.001791,11.8198,577622.611052219,5534366.2830091,0,0,496055.774932858,2120983.44052657,673180.705892626,3524924.93466293,0.208023332471648,0.0115804047354219,216181989.633346,19.1916311555058,368.318706408981,0.3,-0.3,1516594.81994709,548580.415367918,2541139.32309827,396536.957439746
"103",103,103,"Korea","KOR",0.0306326242210109,1619423701169.63,33,11.48509,1.924133,515.445,12,99.4332,11.5241,6.24503060523344,1,-2.06372586226958,2e+09,21.4164130175064,-0.937822149636798,1.01531631211051,2325986126615.05,"KOR",17.4460706405791,12.2122494484054,0.990621778503632,814135.087157288,1.0206372586227,"KOR",587156.373,2.06372586226958,"KOR",0.344482818929696,0.237520104444274,0.97703090327267,28.4751652055253,2.72719981042479,-1.43750300879839,810.835033481959,19.5785206288266,318305008.991006,452094332.726573,48.9854,3.95525,9379067953.72247,659400281.917625,0,0,328774822.184968,532165269.525386,8437220597.70854,773112199.331325,0.241137973250787,0.0153163121105055,1943465585838.2,28.2954938797694,800.63497390007,0.3,-0.3,367823509.840016,7461163920.44707,539188509.331911,287400149.131663
