"","countries","type","amt_provided_developinginthousan","mobilizing_int_finflowsinusdthou","mobililizing_int_flows_coeff","dom_exp","gaps","needs","avail_resources","expected_funding_gap","int_pob","incl","eval","inc_pob","type_exp","sources","domestice_sources","international_sources","report_dom_exp","report_funding_gaps","prepare_fin_plans","newneeds","domexp_thousand","ln_newneeds","lndomexp_thousand","birdspeciesthreatened","mammalspeciesthreatened","landareasqkm","ln_landarea","politicalstabilityandabsenceofvi","governmenteffectivenessestimate","Price_Index_yr2011","terrestrialprotectedareasoftotal","terrestrialandmarineprotectedare","gdpconstant2010us","lnGDP","GDP_sq","CO2_Ems","GDP_CO2","Threatened_Species","yhat_exp","exp_domexp3","yhat_9","N9","manual_exp7","lnmanual_exp7","error","controlofcorruptionestimate","regulatoryqualityestimate","ruleoflawestimate","voiceandaccountabilityestimate","populationgrowthannual","average_co2emmkt","average_population_density","Gov","agriculturallandoflandarea","ln_average_co2emmkt","ln_manual_E12","manual_E12","oilrentsofgdp","yhat_N12","N_12","OR_Table9","countrycode","pc1","pc2","pc3","pc4","pc5","pc6","yhat_exp_pca","Exp_pca","manual_exp_pca","lnmanual_exp_pca","yhat","N_pca","biofin","dev","broad_region","new_domexp","ln_newdomexp","new_needs","constant","ln_agland","ln_CO2ems","ln_popdnsty","ln_GDP2010","AvgCO2ReductionPercent","ln_CO2reduct","EmAbsDiff","EmExtrapExp","ln_emexp2","ln_Emily_Manual_Exp","Emily_Manual_Exp","ln_rishman2","ExtrapExpRishman","ln_anthony","anthonyMan","EmilyNeeds"
"53","Cote d'Ivoire","Developing",0,NA,NA,32222,18000,20000,2000,18000,1,1,1,1,2,3,0,0,0,0,0,2e+07,32200000,16.8112428315183,17.28816,25,31,318000,12.66981,-0.959705,-0.704211,62.3707,22.8831,14.8915,2.9e+10,24.09056,580.3551,0.141956,3.4198,56,16.98419,23800000,17.19337,29300000,32200000,17.28816,0.3039684,-0.481715,-0.403233,-0.6151,-0.339802,2.53258,7939.06,68.2125,-1.382943,64.6941,8.979549,17.28816,32200000,2.63708,17.71371,49300000,1,"CIV",-0.2361737,-1.576266,-0.9236132,0.7013889,-0.4005701,-0.1386529,17.55233,4.2e+07,32200000,17.28816,17.58035,43200000,0,1,"Africa",32222000,17.2881600070331,2e+07,1,4.16967000724059,-1.95223812855207,4.22262783251235,24.0905616669329,-6.75984286646616,NA,4206263.76136324,38211636.5224202,17.458650648195,17.2881600070331,32222000.0000001,17.4875863483208,39333469.2128867,17.2292686857238,30379198.9079437,50118538.4935463
"54","Cuba","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,10,105371,11.56524,0.634705,-0.111335,41.5148,16.5522,7.18453,6.7e+10,24.92796,621.4031,NA,NA,29,17.55747,42200000,17.72791,5e+07,42200000,17.55747,NA,0.147813,-1.33447,-0.535459,-1.53197,0.097995,32744.3,107.057,-0.5529881,60.8448,10.39648,NA,NA,1.23519,NA,NA,1,"CUB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"America",NA,NA,NA,1,4.10832635974252,NA,4.67336140290253,24.9279584563374,-3.56829991735694,NA,NA,50830286.6330993,17.7440029284609,17.7440029284609,50830286.6330993,NA,NA,17.5437516432678,41605862.6033725,78189572.2603761
"55","Dominica","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,750,6.620073,1.08868,-0.059055,88.8844,22.0112,0.644266,4.8e+08,19.9893,399.572,0.19054,3.80876,10,13.50387,732242.6,13.94829,1141996,732242.6,13.50387,NA,0.613941,0.183322,0.607887,0.907943,0.170779,133.642,94.7307,1.114665,32,4.895163,13.66109,856913.9,0,14.05218,1267026,1,"DMA",-3.305687,1.242824,-0.0960396,0.3742923,0.5243306,0.9004112,13.6193,821836.8,821836.8,13.6193,14.14356,1388256,0,1,"America",NA,NA,NA,1,3.46573590279973,-1.6578931327035,4.55103812928271,19.9892966618662,-3.08104202310484,NA,NA,6091310.94041311,15.6223738776723,15.6223738776723,6091310.94041311,13.9734103081866,1171048.79144191,14.1644870545324,1417615.87111234,9866634.19014423
"56","Dominican Republic","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,7,48310,10.78539,0.166012,-0.365317,65.8101,25.1645,16.5445,6e+10,24.81761,615.9138,0.197518,4.901925,24,16.74032,18600000,16.96599,23300000,18600000,16.74032,NA,-0.775866,-0.059166,-0.425543,0.163751,1.12035,21027.8,205.507,-0.6571668,49.2689,9.953601,16.63052,16700000,0,16.67182,17400000,1,"DOM",-0.4636121,0.0912611,-0.3577222,0.5708134,-0.2567427,0.0811374,17.25919,31300000,31300000,17.25919,17.55321,4.2e+07,0,1,"America",NA,NA,NA,1,3.89729305034764,-1.62192555955338,5.32548009661649,24.8176103991685,-1.12626876029417,NA,NA,18385530.9703342,16.7270745529278,16.7270745529278,18385530.9703342,16.7738187961324,19265351.783845,16.85016365902,20793763.3136406,28990415.2853031
"57","Ecuador","Developing",23751.7,NA,NA,126621,219539,387376,167837,219539,NA,1,1,1,2,3,259240,103539,NA,NA,NA,3.87e+08,1.27e+08,19.7749063555468,18.65671,106,47,248360,12.42263,-0.079495,-0.385765,67.8523,21.1341,14.7689,7.7e+10,25.06707,628.3581,0.255112,6.394911,153,18.16874,77700000,18.29785,88400000,1.27e+08,18.65671,0.4879704,-0.653585,-1.01511,-0.836031,-0.161986,1.68053,36534.7,62.4489,-1.342917,28.0404,10.50602,18.65671,1.27e+08,11.5887,19.82449,4.07e+08,1,"ECU",1.716913,-1.269966,-1.1112,-0.8466749,1.245478,1.165157,18.13849,75400000,1.27e+08,18.65671,18.86233,1.56e+08,1,1,"America",126621000,18.6567089306956,387376000,1,3.33364632739988,-1.36605261456441,4.13434862232518,25.0670712588001,-5.44822913130118,NA,30176022.546145,87956255.7668578,18.2923501552921,18.6567089306956,126621000,18.0683349039203,70303694.1609591,18.1669769810282,77592162.4756986,190494297.411123
"58","Egypt","Developing",0,NA,NA,6635,7400,11400,4000,7400,NA,1,1,1,0,4,4700,2700,1,1,1,11400000,6635000,16.2491239133647,15.70787,14,18,995450,13.81095,-1.43095,-0.691237,NA,13.1374,11.5509,2.3e+11,26.16134,684.416,0.258287,6.757135,32,NA,NA,NA,NA,6635000,15.70787,NA,-0.609345,-0.850081,-0.54719,-1.22303,2.14712,202806,87.3339,-1.799044,3.67662,12.22,15.70787,6635000,7.58853,16.57085,15700000,1,"EGY",NA,NA,NA,NA,NA,NA,NA,NA,6635000,15.70787,16.10002,9820843,0,1,"Africa",6635000,15.7078692257484,11400000,1,1.30199385186036,-1.35368390922161,4.46973870362156,26.1613451458696,-1.63306642474819,NA,261013.057910477,12904543.9418316,16.3730900508615,15.7078692257484,6635000,17.2346372943989,30542731.5172586,NA,NA,10724949.1716103
"59","El Salvador","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,20720,9.938855,-0.147152,-0.273085,64.868,8.77752,2.15186,2e+10,23.719,562.5909,0.16887,4.005427,13,15.95967,8534832,16.2381,11300000,8534832,15.95967,NA,-0.484282,0.083577,-0.690323,0.137561,0.487693,6566.37,301.301,-0.6659815,74.7587,8.789717,16.28524,11800000,0,16.25451,11500000,1,"SLV",-1.266025,-0.4706109,-0.0013401,1.119759,-0.4366672,-1.290691,16.766,19100000,19100000,16.766,17.09122,26500000,0,1,"America",NA,NA,NA,1,4.31426559345811,-1.77862609083809,5.70810976508196,23.7189981105004,1.00641596610993,0.0063954714148378,NA,8249082.38447974,15.9256125260011,15.9256125260011,8249082.38447974,16.3985406839023,13237187.7973836,16.1248066867454,10067336.0524763,13263488.2503056
"60","Eswatini","Developing",0,NA,NA,1660,992.5,1706.5,714,992.5,NA,1,0,0,2,2,142,213,0,0,0,1706500,1660000,14.3499550473289,14.32233,13,9,17200,9.752665,-0.408215,-0.580915,NA,4.18867,4.18719,4.8e+09,22.29188,496.928,0.124611,2.777814,22,NA,NA,NA,NA,1660000,14.32233,NA,-0.351709,-0.543369,-0.307877,-1.38225,0.888159,1089.51,62.8942,-0.9580909,71.0782,6.99348,14.32233,1660000,0,14.56844,2123202,1,"SWZ",NA,NA,NA,NA,NA,NA,NA,NA,1660000,14.32233,14.80212,2682123,0,1,"Africa",1660000,14.3223281603327,1706500,1,4.26378067938674,-2.08255839402144,4.14145394959789,22.2918817548603,-2.40235785146074,NA,5023674.86922623,9778413.83042318,16.0956878438293,14.3223281603327,1660000,15.6366002987335,6178587.8416388,NA,NA,2775311.44001942
"61","Fiji","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,7,18270,9.813016,0.686665,-0.111205,74.9579,5.40746,0.990178,3.5e+09,21.97603,482.9458,0.170146,3.739133,21,15.72541,6752407,16.01967,9062652,6752407,15.72541,NA,0.243903,-0.313073,-0.312874,0.054725,0.408798,1083.8,47.0945,0.0867584,23.3149,6.988231,15.21272,4043892,0,15.32044,4503842,1,"FJI",-1.990225,0.3583451,-0.1298516,-0.1284415,0.194743,0.0119441,15.00639,3289963,3289963,15.00639,15.44291,5090606,1,1,"Oceania",NA,NA,NA,1,3.14909264116681,-1.77109838698038,3.85215622138012,21.9760288054418,-1.47820397627644,NA,NA,4755241.52032733,15.3747580455902,15.3747580455902,4755241.52032733,15.4668854566752,5214143.82078626,15.9869838646053,8771197.18895941,7749057.41898234
"62","Gabon","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,18,257670,12.45943,-0.056965,-0.781474,86.9461,21.6752,20.7781,1.6e+10,23.49586,552.0552,0.181375,4.261561,25,16.375,12900000,16.62535,16600000,12900000,16.375,NA,-0.765284,-0.811758,-0.610398,-0.947319,3.07696,4675.02,6.83318,-1.370828,20.0256,8.449988,15.98315,8737638,27.5316,18.5767,1.17e+08,1,"GAB",-0.7163717,-0.5361431,0.0212041,-2.201172,-1.213417,0.8619132,15.6995,6579696,6579696,15.6995,16.09218,9744138,0,1,"Africa",NA,NA,NA,1,2.99701145505237,-1.70718856777779,1.9217901582001,23.4958545591862,-2.8567648828044,NA,NA,4825696.22385413,15.389465577445,15.389465577445,4825696.22385413,16.2227146497924,11102875.089243,16.6918167273803,17748591.6554037,7861053.93809704
"63","Ghana","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,21,227540,12.33508,-0.029632,-0.198158,59.6543,15.0583,7.79456,3.9e+10,24.38683,594.7173,0.139241,3.395646,44,17.85417,56800000,18.00455,6.6e+07,56800000,17.85417,NA,-0.174792,-0.097435,0.089029,0.542516,2.24411,10753.7,114.365,-0.1483664,68.6153,9.283004,18.21027,8.1e+07,2.12114,18.3001,88600000,1,"GHA",-0.2607875,-0.8247181,-0.6801963,0.8968514,-0.460597,-0.5858231,17.78164,52800000,52800000,17.78164,18.04262,68500000,0,1,"Africa",NA,NA,NA,1,4.22851554193386,-1.97154903422039,4.73939508807932,24.3868274830761,-6.63929021344311,NA,NA,86966519.2086046,18.2810337658675,18.2810337658675,86966519.2086046,18.196004950688,79877514.5066585,17.9601334817802,63093826.2364011,132038426.689959
"64","Grenada","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,340,5.828946,0.918156,-0.181673,85.1621,9.64167,0.205571,8.4e+08,20.54891,422.2578,0.215909,4.436695,5,13.14957,513788.3,13.61794,820718.3,513788.3,13.14957,NA,0.443812,0.003781,0.259684,0.76142,0.598158,256.283,316.992,0.6597518,22.7273,5.54628,12.89888,399862.9,0,13.31402,605627.9,1,"GRD",-3.298187,1.164031,0.3155548,-0.1303359,0.7794193,0.1388377,13.28494,588269.6,588269.6,13.28494,13.83035,1014952,0,1,"America",NA,NA,NA,1,3.12356684506316,-1.53289825636449,5.75887653696577,20.5489124498016,-1.04208873844366,NA,NA,1774354.23125933,14.3889471013205,14.3889471013205,1774354.23125933,13.3105094527133,603504.908402308,13.5990388310328,805355.304466531,2961690.02354121
"65","Guatemala","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500000,NA,NA,NA,17,15,107160,11.58208,-0.609032,-0.673762,60.0598,23.9486,11.983,4.5e+10,24.52993,601.7174,0.131049,3.214623,32,16.56407,15600000,16.80165,19800000,15600000,16.56407,NA,-0.754333,-0.212347,-1.00803,-0.319919,2.01364,12887.9,142.696,-1.454768,37.144,9.464043,16.22579,11100000,0.457299,16.44313,13800000,1,"GTM",-0.6064727,-0.6768753,-0.8652588,0.0379408,-0.3202854,0.1312702,16.85618,20900000,20900000,16.85618,17.17569,28800000,1,1,"America",NA,NA,NA,1,3.61480225071762,-2.03218397991715,4.960716493256,24.5299283267167,-5.4242881086065,NA,NA,15961219.9465836,16.5856725848206,16.5856725848206,15961219.9465836,16.4293363025211,13651176.993679,16.782369118092,19430782.981402,25254535.4865649
"66","Guyana","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,11,196850,12.1902,-0.103996,-0.285966,72.3338,8.73832,5.30608,2.5e+09,21.63956,468.2704,0.389599,8.43075,27,16.32501,12300000,16.57875,15900000,12300000,16.32501,NA,-0.487239,-0.476638,-0.412413,0.225689,0.51278,1713.3,3.85295,-0.7791331,8.54181,7.446179,15.73493,6817013,0,15.83604,7542343,1,"GUY",-1.291617,-0.302728,1.003317,-0.3941407,0.6007196,0.7657945,14.98105,3207661,3207661,14.98105,15.41918,4971217,0,1,"America",NA,NA,NA,1,2.14497292913748,-0.942637273952164,1.3488390886587,21.6395565688206,-5.93752893364068,NA,NA,4050080.6482543,15.2142473520337,15.2142473520337,4050080.6482543,15.9565829772501,8508557.47899556,16.6509164883085,17037314.8599726,6625780.5797076
"67","Honduras","Developing",0,NA,NA,4627,12007.2,12007.2,0,12007.2,NA,1,1,1,0,3,5524,9203,0,0,0,1.2e+07,4627000,16.3010170278242,15.34742,14,8,111890,11.62527,-0.51043,-0.69733,67.6639,25.4037,11.3854,1.7e+10,23.55648,554.9077,0.261381,6.157216,22,16.11155,9934789,16.37972,1.3e+07,4627000,15.34742,-0.7641335,-0.668822,-0.442486,-1.01164,-0.44414,1.71758,8531.48,77.114,-1.493024,28.7108,9.051518,15.34742,4627000,0,15.58067,5842495,1,"HND",-0.8703074,-0.4270397,0.0316077,0.0385418,-0.0661983,0.6850249,16.18225,10700000,4627000,15.34742,15.76237,7006636,0,1,"America",4627000,15.3474192678891,12007200,1,3.35727335860021,-1.34177616597314,4.34528484644577,23.5564791810026,-4.267682839159,NA,727172.857000692,6624095.2296517,15.706224351401,15.3474192678891,4627000,15.9713360585272,8635015.44772078,16.4616441125231,14099418.4881545,7545097.41738703
"68","Hong Kong","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,1050,6.956545,0.914798,1.87805,90.4786,41.8891,46.5853,2.4e+11,26.20391,686.6447,0.130489,3.419322,25,17.65205,46400000,17.81609,54600000,46400000,17.65205,NA,1.6248,2.15415,1.77969,0.464778,0.744042,43447.8,6800.65,3.889044,5.22944,10.67932,21.86699,3.14e+09,0,21.25489,1.7e+09,1,"HKG",-0.3805619,4.872347,-1.944622,-2.635423,4.57164,-3.300703,15.37636,4762883,4762883,15.37636,15.78948,7199205,0,1,"Asia",NA,NA,NA,1,1.65430419777415,-2.03646634695983,8.82477347483123,26.2039047602884,-1.25719741948845,NA,NA,91.089519004787,4.51184274830351,4.51184274830351,91.089519004787,22.4310355057418,5516643803.66361,17.3498336047939,34271806.4516291,193.374091210609
"69","India","Developing",NA,NA,NA,2600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3e+09,2.55e+09,NA,21.66128,93,93,3e+06,14.90515,-0.924293,0.066564,41.748,5.96768,3.47931,1.9e+12,28.27287,799.3555,0.326144,9.221028,186,21.28072,1.75e+09,21.1995,1.61e+09,2.55e+09,21.66128,0.3805523,-0.29768,-0.316683,-0.021692,0.409145,1.09041,1800000,424.818,-0.5967556,60.4523,14.38281,21.66128,2.55e+09,0.937344,21.90149,3.25e+09,1,"IND",4.143372,-2.478349,-0.9746603,0.438247,1.779226,-0.7828799,21.36733,1.9e+09,2.55e+09,21.66128,21.67684,2.59e+09,1,1,"Asia",2.6e+09,21.6787772819738,NA,1,4.10185462431053,-1.1204162773526,6.05166084191138,28.2728750021009,-7.08293348679449,NA,2485738025.5112,2330763288.36728,21.5694616424516,21.6787772819738,2.6e+09,21.3817333120375,1931829487.85394,20.9799102051601,1292585360.56969,3634103288.30622
"70","Indonesia","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,191,1800000,14.4097,-0.487225,-0.009892,53.0276,12.0671,5.19994,8.6e+11,27.4802,755.1613,0.229439,6.305029,351,20.54266,8.35e+08,20.51132,8.09e+08,8.35e+08,20.54266,NA,-0.384743,-0.12503,-0.354085,0.163012,1.2214,467505,137.168,-0.5679065,30.6464,13.05516,21.31799,1.81e+09,2.50589,22.86342,8.5e+09,1,"IDN",5.520761,-3.405584,-3.607188,-0.4421026,4.215906,1.177874,21.57895,2.35e+09,2.35e+09,21.57895,21.59973,2.4e+09,1,1,"Asia",NA,NA,NA,1,3.42251520034516,-1.47211808001832,4.9212064519364,27.480198226194,-5.11411618185379,NA,NA,2004504878.72542,21.4186629239303,21.4186629239303,2004504878.72542,21.0952107448432,1450553065.07257,20.5826188743209,868795975.01269,2819559246.90396
"71","Iran","Developing",0,NA,NA,240455,243008,397604,158263,239342,0,2,1,1,2,2,69535,3894,0,0,0,3.98e+08,2.4e+08,19.8009670930583,19.29804,28,18,1600000,14.30333,-0.970882,-0.290983,56.5475,8.61275,7.66653,4.8e+11,26.89705,723.4515,0.455236,12.24451,46,19.22957,2.25e+08,19.28698,2.38e+08,2.4e+08,19.29804,0.0684757,-0.741137,-1.29881,-0.807104,-1.41097,1.34452,574181,46.5362,-1.815963,28.5934,13.2607,19.29804,2.4e+08,21.408,20.81555,1.1e+09,1,"IRN",1.991651,-1.313706,1.73947,-1.636338,-0.5591549,-0.1271088,18.36341,94400000,2.4e+08,19.29804,19.46309,2.84e+08,0,1,"Asia",240455000,19.2980435198157,397604000,1,3.35317592196372,-0.786939313181165,3.84023050434721,26.8970519408483,-3.09098261662377,NA,175991594.285769,72328842.9852468,18.0967335423647,19.2980435198157,240455000,18.2306664138685,82694728.3634529,19.0790015805029,193154622.796622,356146944.949959
"72","Iraq","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,13,434935,12.98295,-2.38337,-1.24179,55.5426,1.53561,1.53448,1.6e+11,25.79844,665.5594,0.293313,7.567018,30,17.06647,25800000,17.27009,31600000,25800000,17.06647,NA,-1.37223,-1.20778,-1.55498,-1.06488,2.95353,121319,74.4444,-3.445539,20.1096,11.70618,15.68651,6494754,44.8924,19.62248,3.33e+08,1,"IRQ",0.641525,-2.755534,1.487267,-4.000524,-1.727427,-0.6943581,16.11697,9988712,9988712,16.11697,16.48324,14400000,0,1,"Asia",NA,NA,NA,1,3.00119731298505,-1.22651498076243,4.31005253803369,25.7984396521802,-9.48924243912949,NA,NA,19100729.0237194,16.7652370610696,16.7652370610696,19100729.0237194,15.9586346660925,8526032.31176997,17.0568378475228,25567634.890918,30090174.839645
"73","Israel","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,15,21640,9.982299,-0.949899,1.3076,142.165,19.9444,8.58239,2.5e+11,26.24473,688.7856,0.299711,7.865833,33,17.93077,61300000,18.07597,70800000,61300000,17.93077,NA,0.921761,1.26409,1.07148,0.721334,1.94756,67054.4,366.581,1.791805,24.0997,11.11326,17.74632,50900000,0.00252,17.68543,47900000,1,"ISR",1.057983,1.618836,0.0633229,-0.250419,-0.2704601,-0.4664077,18.79456,1.45e+08,1.45e+08,18.79456,18.99145,1.77e+08,0,1,"Asia",NA,NA,NA,1,3.18219939228635,-1.20493660196303,5.90421950645749,26.2447267548087,-0.652020246505122,NA,NA,81507482.6282618,18.2162053853864,18.2162053853864,81507482.6282618,17.8853065634599,58545018.5116349,18.2595528710119,85118322.0846442,123945614.003845
"74","Jamaica","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7,10830,9.290075,0.244946,0.356008,81.2542,15.9143,1.40562,1.4e+10,23.36232,545.7982,0.376238,8.789794,18,15.80025,7277166,16.08946,9717671,7277166,15.80025,NA,-0.205317,0.168372,-0.221022,0.631982,0.525759,8581.19,262.559,0.1820743,41.4421,9.057327,15.75288,6940497,0,15.85517,7687971,1,"JAM",-0.8753214,0.728937,0.9983312,0.4994172,0.4236076,0.0248127,16.25277,11400000,11400000,16.25277,16.61045,16400000,0,1,"America",NA,NA,NA,1,3.72429727234293,-0.977533357115374,5.57047581868127,23.3623231665617,4.67078056133006,1.5413262014676,NA,3406435.36428949,15.041176954787,15.041176954787,3406435.36428949,15.9343344686542,8321345.08544629,16.1462399912494,10285441.3406724,5596331.1379701
"75","Jordan","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,88655.4,11.39251,-0.503097,0.118983,53.2833,1.75705,1.79244,2.8e+10,24.05547,578.6656,0.346619,8.338083,27,17.60511,44200000,17.77232,52300000,44200000,17.60511,NA,0.214071,0.078225,0.340612,-0.73215,3.11422,22725.6,90.8216,0.1913463,11.5603,10.03125,16.50639,14700000,0.001908,16.47539,14300000,1,"JOR",-0.4156462,-0.3580472,0.9163624,-0.5990322,0.4838801,-0.2282891,16.09104,9733049,9733049,16.09104,16.45895,14100000,0,1,"Asia",NA,NA,NA,1,2.44757681446459,-1.05952908496882,4.50889714277954,24.0554703471216,-2.98023138511374,NA,NA,12402689.0089749,16.333423862628,16.333423862628,12402689.0089749,16.7082501621536,18042671.7333922,17.5629159991724,42410901.5495575,19744956.5260365
"76","Kenya","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,30,569140,13.25188,-1.23546,-0.338061,49.8005,12.3622,10.5051,4.6e+10,24.55191,602.7961,0.117244,2.878564,74,17.97574,64100000,18.1179,73900000,64100000,17.97574,NA,-0.92906,-0.277621,-0.433965,-0.19335,2.42706,11974,78.0348,-1.387087,48.1898,9.390491,17.87284,57800000,0,17.9091,6e+07,1,"KEN",0.199668,-1.802884,-1.172867,0.2580925,-0.0153464,-0.4874352,17.73796,50500000,50500000,17.73796,18.0017,65800000,0,1,"Africa",NA,NA,NA,1,3.87514738040499,-2.14349804567301,4.35715488103871,24.5519072334355,-5.40556438492539,NA,NA,37037057.0513016,17.4274295113271,17.4274295113271,37037057.0513016,17.9170863192105,60435444.4366868,17.9720917132415,63852846.0366253,57412952.2078952
"77","Korea","Developing",NA,NA,NA,2e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05e+09,NA,21.43906,33,12,97255.2,11.48509,0.259869,1.09932,99.4332,11.5241,3.95525,1.2e+12,27.81334,773.582,0.36549,10.1655,45,20.16053,5.7e+08,20.15501,5.67e+08,2.05e+09,21.43906,1.278532,0.492607,1.10767,1.09735,0.697587,0.472808,544725,515.445,1.924133,18.3122,13.20804,21.43906,2.05e+09,0.001791,20.7728,1.05e+09,1,"KOR",2.061133,1.526293,0.5369436,-0.4208161,0.2961394,-0.5522913,19.47611,2.87e+08,2.05e+09,21.43906,21.46868,2.11e+09,0,1,"Asia",2e+09,21.4164130175064,NA,1,2.90756750439054,-1.00651635994771,6.24503060523344,27.8133426727225,-2.87247126652524,NA,1994477232.87841,413440347.30032,19.840023799144,21.4164130175064,2e+09,19.4411831065938,277458826.340276,20.0270189450496,498452543.904203,2813376730.54103
"78","Kuwait","Developing",NA,NA,NA,5647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5647000,NA,15.54663,11,7,17820,9.788076,-0.00994,-0.121905,80.3532,17.5005,10.9987,1.3e+11,25.5908,654.8891,0.362783,9.283908,18,16.78224,19400000,17.00507,24300000,5647000,15.54663,-1.235601,-0.270912,-0.098016,0.072741,-0.629271,3.19549,88420.3,185.905,-0.1574891,8.49454,11.38986,15.54663,5647000,48.9854,19.89374,4.36e+08,1,"KWT",0.3580928,0.1709917,1.781347,-4.128633,-1.257827,0.6494624,15.69489,6549446,5647000,15.54663,15.94898,8444123,0,1,"Asia",5647000,15.546634988655,NA,1,2.13942360415805,-1.01395041961189,5.22523579054644,25.590800287402,-3.4047456827635,NA,789192.057609802,22810993.5460696,16.9427531507898,15.546634988655,5647000,15.9208754435871,8210098.20990897,16.8526475799879,20845477.5788211,9163825.95836583
"79","Lebanon","Developing",0,NA,NA,8320,4206.28,7254.4,8320,4206.28,0,1,0,1,2,4,614,5000,0,0,0,7254400,8320000,15.7971187392953,15.93417,11,10,10230,9.23308,-1.65834,-0.508022,71.7674,2.59487,1.0426,3.8e+10,24.36085,593.451,0.29456,7.175732,21,15.19957,3991062,15.52937,5550365,8320000,15.93417,0.7346048,-0.999058,-0.307447,-0.802171,-0.495885,2.93329,19532.9,555.534,-1.860752,64.5437,9.879855,15.93417,8320000,0,15.95544,8498875,1,"LBN",-0.723864,-1.152399,0.8085134,0.5457233,0.034074,-1.851348,16.67983,17500000,8320000,15.93417,16.31201,12100000,0,1,"Asia",8320000,15.9341728127974,7254400,1,4.16734251376893,-1.22227256149737,6.31992981332728,24.3608519966728,-7.16662238001324,NA,8227091.13788679,9937492.8496639,16.1118253184138,15.9341728127974,8319999.99999999,15.4916870530617,5345079.91166362,15.319811545666,4501006.27165689,13374727.2555962
"80","Libya","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,1800000,14.38056,-2.32732,-1.77149,64.5608,0.211232,0.288586,5.5e+10,24.7306,611.6025,0.393064,9.720708,18,16.71633,18200000,16.94361,22800000,18200000,16.71633,NA,-1.59056,-2.22408,-1.70494,-1.36981,1.10255,53870.3,3.569,-4.310379,8.73172,10.89433,15.29755,4401894,47.4261,19.46345,2.84e+08,1,"LBY",0.3408407,-2.999032,2.28113,-4.357901,-1.791667,-0.1832176,15.31706,4488620,4488620,15.31706,15.73392,6810151,0,1,"Africa",NA,NA,NA,1,2.1669623722093,-0.933782830498703,1.27228544450802,24.7305990221789,-2.64370969251242,NA,NA,1514725.23517838,14.2307446175588,14.2307446175588,1514725.23517838,15.6023986864716,5970843.0301008,16.901073500624,21879780.4376205,2538082.94722326
